scenario,signal,seed,auc,spearman,det_lag,miss_rate,regime_gap
off_grid_lag_switch,ewacf_mean,0,0.7385502043996519,0.411571697026872,35.0,0.14285714285714285,0.09071934230702072
off_grid_lag_switch,ewacf_max,0,0.6990198682532937,0.34336983749485356,43.0,0.2857142857142857,0.0925322837315653
off_grid_lag_switch,mi_knn,0,0.8592546342546342,0.6216976448512689,46.0,0.14285714285714285,0.16084861141013929
off_grid_lag_switch,ks_shift,0,0.3530446282440964,-0.25472844463777783,24.0,0.2857142857142857,-0.030852622554750228
off_grid_lag_switch,ewacf_mean,1,0.8070952159599473,0.5313392203200709,42.0,0.2857142857142857,0.1181705702170468
off_grid_lag_switch,ewacf_max,1,0.7786088573360379,0.4820518371198683,77.0,0.0,0.13922596271594045
off_grid_lag_switch,mi_knn,1,0.8042194829376589,0.5243443578955947,86.0,0.2857142857142857,0.1953725550215446
off_grid_lag_switch,ks_shift,1,0.3676673927821036,-0.2275169597520356,44.0,0.42857142857142855,-0.017142266335814754
off_grid_lag_switch,ewacf_mean,2,0.7760641873849421,0.47785461031672316,41.5,0.42857142857142855,0.10112720269372333
off_grid_lag_switch,ewacf_max,2,0.725920871581249,0.3910588008165294,42.0,0.14285714285714285,0.09959337579100669
off_grid_lag_switch,mi_knn,2,0.7026985281385283,0.3510768543276856,34.0,0.42857142857142855,0.08986841807749868
off_grid_lag_switch,ks_shift,2,0.283530272544357,-0.3748485975369874,92.0,0.2857142857142857,-0.06084394853972319
off_grid_lag_switch,ewacf_mean,3,0.7183024183933276,0.3779103478297332,32.0,0.42857142857142855,0.06602719198301377
off_grid_lag_switch,ewacf_max,3,0.670353041152161,0.29490363643413486,91.0,0.42857142857142855,0.0673698287142005
off_grid_lag_switch,mi_knn,3,0.7691893880891838,0.4662183071671922,70.5,0.14285714285714285,0.14316318119453741
off_grid_lag_switch,ks_shift,3,0.3374458677394415,-0.28146478761436006,30.0,0.2857142857142857,-0.02678791004952563
